strategy,data_name,coverage,mean_width,cwc,mwi,total_time,noise_std,num_samples,noise_type,layer_size,ssc
split_resid_norm,cube,0.91,5.121447579686677,0.5417983144953349,1152.873752255533,1.497506856918335,1.0,300,laplace,"(200, 1000)",[[0.85       0.91666667 0.9        0.95       0.93333333]]
split_resid_norm,cube,0.9766666666666668,13.951678395806589,0.0858192678362988,149.98494273001046,0.6183440685272217,1.5,300,laplace,"(200, 1000)",[[0.91666667 0.96666667 1.         1.         1.        ]]
split_resid_norm,cube,0.87,9.314667885658997,0.6097216705193574,1418.6709640882864,2.7825920581817627,2.0,300,laplace,"(200, 1000)",[[0.8        0.83333333 0.91666667 0.93333333 0.86666667]]
jackknife_plus,cube,0.94,2.5895411314421337,0.7202736028662601,1396.3084952992908,6.07272219657898,0.5,300,laplace,"(200, 1000)",[[0.95       1.         0.88333333 0.93333333 0.93333333]]
jackknife_plus,cube,0.89,4.67807748281331,0.581465396544267,1252.2893844859516,3.023491859436035,1.0,300,laplace,"(200, 1000)",[[0.88333333 0.9        0.9        0.93333333 0.83333333]]
jackknife_plus,cube,0.8733333333333333,6.885592813524791,0.5488228675601695,1280.0701569798734,4.14928150177002,1.5,300,laplace,"(200, 1000)",[[0.85       0.81666667 0.95       0.85       0.9       ]]
jackknife_plus,cube,0.8766666666666667,9.42652604902866,0.6050351145199647,1327.4172793593095,3.781214714050293,2.0,300,laplace,"(200, 1000)",[[0.85       0.83333333 0.88333333 0.91666667 0.9       ]]
jackknife_plus_ab,cube,0.92,2.42817391730014,0.7377055343668757,1756.777058116142,58.17779493331909,0.5,300,laplace,"(200, 1000)",[[0.93333333 0.96666667 0.93333333 0.9        0.86666667]]
jackknife_plus_ab,cube,0.8833333333333333,4.317919671651367,0.6136875991126899,1590.2182014022803,48.87529444694519,1.0,300,laplace,"(200, 1000)",[[0.88333333 0.86666667 0.88333333 0.91666667 0.86666667]]
jackknife_plus_ab,cube,0.86,6.481720699206978,0.5752859563736421,1543.371827473798,49.23455762863159,1.5,300,laplace,"(200, 1000)",[[0.83333333 0.85       0.85       0.91666667 0.85      ]]
