strategy,data_name,coverage,mean_width,cwc,mwi,total_time,noise_std,num_samples,noise_type,layer_size,ssc,cv_size,optimiser,bagging_fraction,normalised_mean_width,num_features,active_function
jackknife_plus_ab,poly_multi,0.898,1.165009085890156,0.847767830971952,9916.893495954237,109.27093625068665,0.5,500,normal,"(400, 2000)",[[0.89 0.83 0.87 0.92 0.98]],50,adam,1,0.1522321656369767,5,relu
cqr,poly_multi,0.902,1.2169861694630526,0.8409759663762351,8866.689923803078,0.0619995594024658,0.5,500,normal,"(400, 2000)",[[0.83 0.9  0.91 0.93 0.94]],50,adam,1,0.159024030259861,5,relu
split,poly_multi,0.87,4.484009505726534,0.7792918530332914,14627.664711163476,4.020331859588623,0.5,500,normal,"(400, 2000)",999,50,adam,1,0.2207074456037252,10,relu
split_resid_norm,poly_multi,0.94,244.0822409946344,-11.013955108616528,3742.711356076964,3.9978861808776855,0.5,500,normal,"(400, 2000)",[[0.71 0.99 1.   1.   1.  ]],50,adam,1,12.013972730958798,10,relu
jackknife_plus,poly_multi,0.906,5.21478093710599,0.7433232247763392,12505.65125636738,1153.8532514572144,0.5,500,normal,"(400, 2000)",[[0.83 0.9  0.93 0.95 0.92]],500,adam,1,0.2566767484640243,10,relu
jackknife_plus_ab,poly_multi,0.9,4.992824221107263,0.7542481837334005,13132.112844811452,109.03347373008728,0.5,500,normal,"(400, 2000)",[[0.95 0.91 0.9  0.89 0.85]],50,adam,1,0.2457518162665995,10,relu
cqr,poly_multi,0.902,4.408365950402668,0.7830158029322986,13720.943948557182,0.0679519176483154,0.5,500,normal,"(400, 2000)",[[0.91 0.87 0.92 0.92 0.89]],50,adam,1,0.2169841939356382,10,relu
split,non_linear_multi,0.892,0.0697649253227577,0.934486052746002,2336.6329717033286,4.1615071296691895,0.5,500,normal,"(400, 2000)",999,50,adam,1,0.0655138874468886,3,relu
split_resid_norm,non_linear_multi,0.888,0.1512890393147445,0.8579294442494194,1996.3350931827845,3.989025115966797,0.5,500,normal,"(400, 2000)",[[0.63 0.81 1.   1.   1.  ]],50,adam,1,0.1420704322087317,3,relu
jackknife_plus,non_linear_multi,0.926,0.0770519139956029,0.9276425202726432,2299.3211144047896,1149.876794576645,0.5,500,normal,"(400, 2000)",[[0.96 0.94 0.92 0.9  0.91]],500,adam,1,0.0723568526408011,3,relu
jackknife_plus_ab,non_linear_multi,0.906,0.0755869680733867,0.9290187952016418,2300.1236475552155,109.54138898849487,0.5,500,normal,"(400, 2000)",[[0.96 0.95 0.9  0.84 0.88]],50,adam,1,0.0709811713536809,3,relu
cqr,non_linear_multi,0.902,0.1276239551276902,0.8801526463520782,1780.9723219940363,0.068943977355957,0.5,500,normal,"(400, 2000)",[[0.78 0.92 0.9  0.95 0.96]],50,adam,1,0.1198473501273112,3,relu
split,non_linear_multi,0.816,0.2713219415404956,0.8959021455601608,4226.230614664098,3.997955083847046,0.5,500,normal,"(400, 2000)",999,50,adam,1,0.1040915329319977,5,relu
split_resid_norm,non_linear_multi,0.948,1.1650569990707331,0.5530294600900111,2518.8552495140266,4.063900947570801,0.5,500,normal,"(400, 2000)",[[0.75 0.99 1.   1.   1.  ]],50,adam,1,0.446969265728645,5,relu
jackknife_plus,non_linear_multi,0.906,0.2889705032070232,0.8891376378744057,4225.663742881276,1155.5795195102692,0.5,500,normal,"(400, 2000)",[[0.91 0.89 0.93 0.9  0.9 ]],500,adam,1,0.1108623301166388,5,relu
jackknife_plus_ab,non_linear_multi,0.906,0.2861479507898415,0.890220498315549,4242.565579867131,110.07172417640686,0.5,500,normal,"(400, 2000)",[[0.93 0.92 0.85 0.91 0.92]],50,adam,1,0.1097794696365124,5,relu
cqr,non_linear_multi,0.902,0.3830820196303537,0.8530321751296955,3195.736878659172,0.0609703063964843,0.5,500,normal,"(400, 2000)",[[0.77 0.88 0.93 0.98 0.95]],50,adam,1,0.1469678214581758,5,relu
split,non_linear_multi,0.92,0.7138004113666572,0.8032345833767004,4701.6765091171455,4.124582529067993,0.5,500,normal,"(400, 2000)",999,50,adam,1,0.196765095329402,10,relu
split_resid_norm,non_linear_multi,0.898,42.68278344980795,-10.765868707762507,1913.0625206544855,4.048088788986206,0.5,500,normal,"(400, 2000)",[[0.5  0.99 1.   1.   1.  ]],50,adam,1,11.765868750825982,10,relu
jackknife_plus,non_linear_multi,0.916,0.5321892832498519,0.8532973232994221,5377.555452952143,1155.9075248241425,0.5,500,normal,"(400, 2000)",[[0.93 0.89 0.9  0.93 0.93]],500,adam,1,0.14670245825643513,10,relu
jackknife_plus_ab,non_linear_multi,0.904,0.5049868173835278,0.860796116797827,5484.210371926379,110.41228008270264,0.5,500,normal,"(400, 2000)",[[0.87 0.92 0.92 0.93 0.88]],50,adam,1,0.13920386942943505,10,relu
cqr,non_linear_multi,0.902,0.7652846514756685,0.7890428371058118,3052.304117572838,0.06795191764831543,0.5,500,normal,"(400, 2000)",[[0.87 0.87 0.9  0.92 0.95]],50,adam,1,0.21095715973801693,10,relu
